step,start_cycle,result_cycle,cycles
289,357497,358733,1236
290,358734,359970,1236
291,359971,361207,1236
292,361208,362444,1236
293,362445,363681,1236
294,363682,364918,1236
295,364919,366155,1236
296,366156,367392,1236
297,367393,368629,1236
298,368630,369866,1236
299,369867,371103,1236
300,371104,372340,1236
301,372341,373577,1236
302,373578,374814,1236
303,374815,376051,1236
304,376052,377288,1236
305,377289,378525,1236
306,378526,379762,1236
307,379763,380999,1236
308,381000,382236,1236
309,382237,383473,1236
310,383474,384710,1236
311,384711,385947,1236
312,385948,387184,1236
313,387185,388421,1236
314,388422,389658,1236
315,389659,390895,1236
316,390896,392132,1236
317,392133,393369,1236
318,393370,394606,1236
319,394607,395843,1236
320,395844,397080,1236
321,397081,398317,1236
322,398318,399554,1236
323,399555,400791,1236
324,400792,402028,1236
325,402029,403265,1236
326,403266,404502,1236
327,404503,405739,1236
328,405740,406976,1236
329,406977,408213,1236
330,408214,409450,1236
331,409451,410687,1236
332,410688,411924,1236
333,411925,413161,1236
334,413162,414398,1236
335,414399,415635,1236
336,415636,416872,1236
337,416873,418109,1236
338,418110,419346,1236
339,419347,420583,1236
340,420584,421820,1236
341,421821,423057,1236
342,423058,424294,1236
343,424295,425531,1236
344,425532,426768,1236
345,426769,428005,1236
346,428006,429242,1236
347,429243,430479,1236
348,430480,431716,1236
349,431717,432953,1236
350,432954,434190,1236
351,434191,435427,1236
352,435428,436664,1236
353,436665,437901,1236
354,437902,439138,1236
355,439139,440375,1236
356,440376,441612,1236
357,441613,442849,1236
358,442850,444086,1236
359,444087,445323,1236
360,445324,446560,1236
361,446561,447797,1236
362,447798,449034,1236
363,449035,450271,1236
364,450272,451508,1236
365,451509,452745,1236
366,452746,453982,1236
367,453983,455219,1236
368,455220,456456,1236
369,456457,457693,1236
370,457694,458930,1236
371,458931,460167,1236
372,460168,461404,1236
373,461405,462641,1236
374,462642,463878,1236
375,463879,465115,1236
376,465116,466352,1236
377,466353,467589,1236
378,467590,468826,1236
379,468827,470063,1236
380,470064,471300,1236
381,471301,472537,1236
382,472538,473774,1236
383,473775,475011,1236
384,475012,476248,1236
385,476249,477485,1236
386,477486,478722,1236
387,478723,479959,1236
388,479960,481196,1236
389,481197,482433,1236
390,482434,483670,1236
391,483671,484907,1236
392,484908,486144,1236
393,486145,487381,1236
394,487382,488618,1236
395,488619,489855,1236
396,489856,491092,1236
397,491093,492329,1236
398,492330,493566,1236
399,493567,494803,1236
400,494804,496040,1236
401,496041,497277,1236
402,497278,498514,1236
403,498515,499751,1236
404,499752,500988,1236
405,500989,502225,1236
406,502226,503462,1236
407,503463,504699,1236
408,504700,505936,1236
409,505937,507173,1236
410,507174,508410,1236
411,508411,509647,1236
412,509648,510884,1236
413,510885,512121,1236
414,512122,513358,1236
415,513359,514595,1236
416,514596,515832,1236
417,515833,517069,1236
418,517070,518306,1236
419,518307,519543,1236
420,519544,520780,1236
421,520781,522017,1236
422,522018,523254,1236
423,523255,524491,1236
424,524492,525728,1236
425,525729,526965,1236
426,526966,528202,1236
427,528203,529439,1236
428,529440,530676,1236
429,530677,531913,1236
430,531914,533150,1236
431,533151,534387,1236
432,534388,535624,1236
433,535625,536861,1236
434,536862,538098,1236
435,538099,539335,1236
436,539336,540572,1236
437,540573,541809,1236
438,541810,543046,1236
439,543047,544283,1236
440,544284,545520,1236
441,545521,546757,1236
442,546758,547994,1236
443,547995,549231,1236
444,549232,550468,1236
445,550469,551705,1236
446,551706,552942,1236
447,552943,554179,1236
448,554180,555416,1236
449,555417,556653,1236
450,556654,557890,1236
451,557891,559127,1236
452,559128,560364,1236
453,560365,561601,1236
454,561602,562838,1236
455,562839,564075,1236
456,564076,565312,1236
457,565313,566549,1236
458,566550,567786,1236
459,567787,569023,1236
460,569024,570260,1236
461,570261,571497,1236
462,571498,572734,1236
463,572735,573971,1236
464,573972,575208,1236
465,575209,576445,1236
466,576446,577682,1236
467,577683,578919,1236
468,578920,580156,1236
469,580157,581393,1236
470,581394,582630,1236
471,582631,583867,1236
472,583868,585104,1236
473,585105,586341,1236
474,586342,587578,1236
475,587579,588815,1236
476,588816,590052,1236
477,590053,591289,1236
478,591290,592526,1236
479,592527,593763,1236
480,593764,595000,1236
481,595001,596237,1236
482,596238,597474,1236
483,597475,598711,1236
484,598712,599948,1236
485,599949,601185,1236
486,601186,602422,1236
487,602423,603659,1236
488,603660,604896,1236
489,604897,606133,1236
490,606134,607370,1236
491,607371,608607,1236
492,608608,609844,1236
493,609845,611081,1236
494,611082,612318,1236
495,612319,613555,1236
496,613556,614792,1236
497,614793,616029,1236
498,616030,617266,1236
499,617267,618503,1236
