step,start_cycle,result_cycle,cycles
154,195738,197008,1270
155,197009,198279,1270
156,198280,199550,1270
157,199551,200821,1270
158,200822,202092,1270
159,202093,203363,1270
160,203364,204634,1270
161,204635,205905,1270
162,205906,207176,1270
163,207177,208447,1270
164,208448,209718,1270
165,209719,210989,1270
166,210990,212260,1270
167,212261,213531,1270
168,213532,214802,1270
169,214803,216073,1270
170,216074,217344,1270
171,217345,218615,1270
172,218616,219886,1270
173,219887,221157,1270
174,221158,222428,1270
175,222429,223699,1270
176,223700,224970,1270
177,224971,226241,1270
178,226242,227512,1270
179,227513,228783,1270
180,228784,230054,1270
181,230055,231325,1270
182,231326,232596,1270
183,232597,233867,1270
184,233868,235138,1270
185,235139,236409,1270
186,236410,237680,1270
187,237681,238951,1270
188,238952,240222,1270
189,240223,241493,1270
190,241494,242764,1270
191,242765,244035,1270
192,244036,245306,1270
193,245307,246577,1270
194,246578,247848,1270
195,247849,249119,1270
196,249120,250390,1270
197,250391,251661,1270
198,251662,252932,1270
199,252933,254203,1270
200,254204,255474,1270
201,255475,256745,1270
202,256746,258016,1270
203,258017,259287,1270
204,259288,260558,1270
205,260559,261829,1270
206,261830,263100,1270
207,263101,264371,1270
208,264372,265642,1270
209,265643,266913,1270
210,266914,268184,1270
211,268185,269455,1270
212,269456,270726,1270
213,270727,271997,1270
214,271998,273268,1270
215,273269,274539,1270
216,274540,275810,1270
217,275811,277081,1270
218,277082,278352,1270
219,278353,279623,1270
220,279624,280894,1270
221,280895,282165,1270
222,282166,283436,1270
223,283437,284707,1270
224,284708,285978,1270
225,285979,287249,1270
226,287250,288520,1270
227,288521,289791,1270
228,289792,291062,1270
229,291063,292333,1270
230,292334,293604,1270
231,293605,294875,1270
232,294876,296146,1270
233,296147,297417,1270
234,297418,298688,1270
235,298689,299959,1270
236,299960,301230,1270
237,301231,302501,1270
238,302502,303772,1270
239,303773,305043,1270
240,305044,306314,1270
241,306315,307585,1270
242,307586,308856,1270
243,308857,310127,1270
244,310128,311398,1270
245,311399,312669,1270
246,312670,313940,1270
247,313941,315211,1270
248,315212,316482,1270
249,316483,317753,1270
250,317754,319024,1270
251,319025,320295,1270
252,320296,321566,1270
253,321567,322837,1270
254,322838,324108,1270
255,324109,325379,1270
256,325380,326650,1270
257,326651,327921,1270
258,327922,329192,1270
259,329193,330463,1270
260,330464,331734,1270
261,331735,333005,1270
262,333006,334276,1270
263,334277,335547,1270
264,335548,336818,1270
265,336819,338089,1270
266,338090,339360,1270
267,339361,340631,1270
268,340632,341902,1270
269,341903,343173,1270
270,343174,344444,1270
271,344445,345715,1270
272,345716,346986,1270
273,346987,348257,1270
274,348258,349528,1270
275,349529,350799,1270
276,350800,352070,1270
277,352071,353341,1270
278,353342,354612,1270
279,354613,355883,1270
280,355884,357154,1270
281,357155,358425,1270
282,358426,359696,1270
283,359697,360967,1270
284,360968,362238,1270
285,362239,363509,1270
286,363510,364780,1270
287,364781,366051,1270
288,366052,367322,1270
289,367323,368593,1270
290,368594,369864,1270
291,369865,371135,1270
292,371136,372406,1270
293,372407,373677,1270
294,373678,374948,1270
295,374949,376219,1270
296,376220,377490,1270
297,377491,378761,1270
298,378762,380032,1270
299,380033,381303,1270
300,381304,382574,1270
301,382575,383845,1270
302,383846,385116,1270
303,385117,386387,1270
304,386388,387658,1270
305,387659,388929,1270
306,388930,390200,1270
307,390201,391471,1270
308,391472,392742,1270
309,392743,394013,1270
310,394014,395284,1270
311,395285,396555,1270
312,396556,397826,1270
313,397827,399097,1270
314,399098,400368,1270
315,400369,401639,1270
316,401640,402910,1270
317,402911,404181,1270
318,404182,405452,1270
319,405453,406723,1270
320,406724,407994,1270
321,407995,409265,1270
322,409266,410536,1270
323,410537,411807,1270
324,411808,413078,1270
325,413079,414349,1270
326,414350,415620,1270
327,415621,416891,1270
328,416892,418162,1270
329,418163,419433,1270
330,419434,420704,1270
331,420705,421975,1270
332,421976,423246,1270
333,423247,424517,1270
334,424518,425788,1270
335,425789,427059,1270
336,427060,428330,1270
337,428331,429601,1270
338,429602,430872,1270
339,430873,432143,1270
340,432144,433414,1270
341,433415,434685,1270
342,434686,435956,1270
343,435957,437227,1270
344,437228,438498,1270
345,438499,439769,1270
346,439770,441040,1270
347,441041,442311,1270
348,442312,443582,1270
349,443583,444853,1270
350,444854,446124,1270
351,446125,447395,1270
352,447396,448666,1270
353,448667,449937,1270
354,449938,451208,1270
355,451209,452479,1270
356,452480,453750,1270
357,453751,455021,1270
358,455022,456292,1270
359,456293,457563,1270
360,457564,458834,1270
361,458835,460105,1270
362,460106,461376,1270
363,461377,462647,1270
364,462648,463918,1270
365,463919,465189,1270
366,465190,466460,1270
367,466461,467731,1270
368,467732,469002,1270
369,469003,470273,1270
370,470274,471544,1270
371,471545,472815,1270
372,472816,474086,1270
373,474087,475357,1270
374,475358,476628,1270
375,476629,477899,1270
376,477900,479170,1270
377,479171,480441,1270
378,480442,481712,1270
379,481713,482983,1270
380,482984,484254,1270
381,484255,485525,1270
382,485526,486796,1270
383,486797,488067,1270
384,488068,489338,1270
385,489339,490609,1270
386,490610,491880,1270
387,491881,493151,1270
388,493152,494422,1270
389,494423,495693,1270
390,495694,496964,1270
391,496965,498235,1270
392,498236,499506,1270
393,499507,500777,1270
394,500778,502048,1270
395,502049,503319,1270
396,503320,504590,1270
397,504591,505861,1270
398,505862,507132,1270
399,507133,508403,1270
400,508404,509674,1270
401,509675,510945,1270
402,510946,512216,1270
403,512217,513487,1270
404,513488,514758,1270
405,514759,516029,1270
406,516030,517300,1270
407,517301,518571,1270
408,518572,519842,1270
409,519843,521113,1270
410,521114,522384,1270
411,522385,523655,1270
412,523656,524926,1270
413,524927,526197,1270
414,526198,527468,1270
415,527469,528739,1270
416,528740,530010,1270
417,530011,531281,1270
418,531282,532552,1270
419,532553,533823,1270
420,533824,535094,1270
421,535095,536365,1270
422,536366,537636,1270
423,537637,538907,1270
424,538908,540178,1270
425,540179,541449,1270
426,541450,542720,1270
427,542721,543991,1270
428,543992,545262,1270
429,545263,546533,1270
430,546534,547804,1270
431,547805,549075,1270
432,549076,550346,1270
433,550347,551617,1270
434,551618,552888,1270
435,552889,554159,1270
436,554160,555430,1270
437,555431,556701,1270
438,556702,557972,1270
439,557973,559243,1270
440,559244,560514,1270
441,560515,561785,1270
442,561786,563056,1270
443,563057,564327,1270
444,564328,565598,1270
445,565599,566869,1270
446,566870,568140,1270
447,568141,569411,1270
448,569412,570682,1270
449,570683,571953,1270
450,571954,573224,1270
451,573225,574495,1270
452,574496,575766,1270
453,575767,577037,1270
454,577038,578308,1270
455,578309,579579,1270
456,579580,580850,1270
457,580851,582121,1270
458,582122,583392,1270
459,583393,584663,1270
460,584664,585934,1270
461,585935,587205,1270
462,587206,588476,1270
463,588477,589747,1270
464,589748,591018,1270
465,591019,592289,1270
466,592290,593560,1270
467,593561,594831,1270
468,594832,596102,1270
469,596103,597373,1270
470,597374,598644,1270
471,598645,599915,1270
472,599916,601186,1270
473,601187,602457,1270
474,602458,603728,1270
475,603729,604999,1270
476,605000,606270,1270
477,606271,607541,1270
478,607542,608812,1270
479,608813,610083,1270
480,610084,611354,1270
481,611355,612625,1270
482,612626,613896,1270
483,613897,615167,1270
484,615168,616438,1270
485,616439,617709,1270
486,617710,618980,1270
487,618981,620251,1270
488,620252,621522,1270
489,621523,622793,1270
490,622794,624064,1270
491,624065,625335,1270
492,625336,626606,1270
493,626607,627877,1270
494,627878,629148,1270
495,629149,630419,1270
496,630420,631690,1270
497,631691,632961,1270
498,632962,634232,1270
499,634233,635503,1270
