algorithm,model,mse,rmse,rmse_x1,rmse_x2,rmse_x3,nmse_db
ekf,float,0.010054164693040823,0.10027045772829016,0.08113956347853823,0.11801338119655104,0.09824310243570424,-38.68444184571628
ekf,fixed,0.010065804764835654,0.10032848431445406,0.08114344677046041,0.11806089819409807,0.0983604577984427,-38.67941676898936
bkf_l1,float,0.01761933745404512,0.13273785237845728,0.10148639744492553,0.15812046523220052,0.13250072441514596,-36.24800606057535
bkf_l1,fixed,0.01765323561443537,0.1328654793933901,0.10381846278749474,0.1577443838534138,0.13152240489914455,-36.23965861821107
rbkf_l1,float,0.01761933745404512,0.13273785237845728,0.10148639744492553,0.15812046523220052,0.13250072441514596,-36.24800606057535
rbkf_l1,fixed,0.01765323561443537,0.1328654793933901,0.10381846278749474,0.1577443838534138,0.13152240489914455,-36.23965861821107
rbkf_l8,float,0.004526364622783407,0.06727826263202259,0.05363738485151165,0.07929003722111232,0.06644708279612943,-42.15040643755099
rbkf_l8,fixed,0.004680661610336499,0.06841536092381958,0.05442006990359285,0.08092862878106716,0.06731268726112337,-42.00482934688683
