algorithm,model,mse,rmse,rmse_x1,rmse_x2,rmse_x3,nmse_db
ekf,float,0.010054164693040823,0.10027045772829016,0.08113956347853823,0.11801338119655104,0.09824310243570424,-38.68444184571628
ekf,fixed,0.01010306166830841,0.10051398742617074,0.08100463047459917,0.11834543464532336,0.09870052150423723,-38.663371756197954
bkf_l1,float,0.01761933745404512,0.13273785237845728,0.10148639744492553,0.15812046523220052,0.13250072441514596,-36.24800606057535
bkf_l1,fixed,0.017352705485947594,0.1317296682070808,0.1043104271813375,0.15831661748802828,0.12693817340043553,-36.31422983616897
rbkf_l1,float,0.01761933745404512,0.13273785237845728,0.10148639744492553,0.15812046523220052,0.13250072441514596,-36.24800606057535
rbkf_l1,fixed,0.017352705485947594,0.1317296682070808,0.1043104271813375,0.15831661748802828,0.12693817340043553,-36.31422983616897
rbkf_l8,float,0.004526364622783407,0.06727826263202259,0.05363738485151165,0.07929003722111232,0.06644708279612943,-42.15040643755099
rbkf_l8,fixed,0.004658323333440118,0.06825191084094363,0.05450001456082247,0.0805947791180575,0.06715057700498199,-42.02560549965191
