step,state_0_int,state_1_int,state_2_int,cov_00_int,cov_01_int,cov_02_int,cov_10_int,cov_11_int,cov_12_int,cov_20_int,cov_21_int,cov_22_int
74,393519,-142061,1483094,177,73,44,73,244,12,44,12,258
75,283751,-270621,1364869,179,79,27,79,251,6,28,6,242
76,175556,-347327,1250788,181,89,13,89,260,1,13,1,231
77,81072,-376758,1149268,184,100,0,100,273,-5,0,-5,226
78,-1865,-388143,1076133,187,110,-11,110,286,-11,-11,-11,223
79,-70229,-386569,1025810,189,118,-20,118,298,-18,-20,-18,224
80,-125118,-380760,992878,190,124,-27,124,309,-25,-27,-25,226
81,-172902,-377833,972625,191,128,-32,128,315,-31,-32,-31,229
82,-207820,-366557,962452,192,130,-37,131,319,-36,-37,-36,232
83,-234767,-355788,957620,192,132,-40,132,321,-40,-40,-40,235
84,-254374,-343689,954485,191,132,-43,132,321,-42,-43,-42,238
85,-269445,-330624,953629,191,131,-44,131,321,-44,-44,-44,240
86,-277378,-315781,957654,191,131,-45,131,320,-45,-45,-45,242
87,-282071,-300535,960543,191,130,-45,130,320,-45,-45,-45,243
88,-284653,-288033,963080,191,129,-45,129,318,-44,-45,-44,243
89,-284315,-273568,961212,191,129,-44,129,318,-43,-44,-43,243
90,-281901,-259895,959306,191,129,-44,129,318,-43,-44,-42,242
91,-275214,-244821,947196,192,129,-43,129,319,-41,-43,-41,242
92,-265538,-233562,936751,192,131,-42,131,320,-40,-42,-40,241
93,-258889,-224091,921996,192,132,-41,132,321,-39,-41,-39,239
94,-249650,-215738,908770,192,133,-40,133,324,-38,-40,-38,238
95,-245943,-216852,896233,192,134,-39,134,326,-38,-39,-38,237
96,-239947,-212636,879771,192,135,-38,135,328,-37,-38,-37,236
97,-234739,-215905,865498,192,136,-37,136,330,-37,-37,-37,235
98,-233050,-218938,852037,192,137,-36,137,333,-38,-36,-38,235
99,-231133,-224158,839403,193,138,-36,138,335,-38,-36,-38,235
100,-233441,-233078,827359,193,140,-36,140,339,-39,-36,-39,235
101,-233411,-240818,812255,193,141,-37,141,341,-39,-37,-39,234
102,-235680,-252731,805136,193,142,-37,142,342,-40,-37,-40,234
103,-238268,-263526,801285,194,143,-38,143,345,-41,-38,-41,235
104,-244525,-277604,796662,194,143,-39,143,346,-42,-39,-42,236
105,-249840,-288382,794788,194,144,-40,144,347,-44,-40,-44,237
106,-253930,-295614,796086,193,144,-41,144,346,-45,-41,-45,238
107,-268348,-316271,802777,193,144,-42,144,346,-46,-42,-46,239
108,-280476,-333755,812004,193,143,-44,143,345,-48,-44,-48,241
109,-285664,-339463,823859,193,142,-46,142,343,-50,-46,-50,243
110,-296326,-353378,838731,193,141,-47,141,341,-50,-47,-50,245
111,-309564,-364247,861353,192,139,-48,139,337,-51,-48,-51,246
112,-317165,-364916,883623,192,137,-50,137,333,-51,-50,-51,248
113,-325787,-363097,905711,191,135,-51,135,329,-51,-51,-52,250
114,-335073,-359139,933429,191,133,-51,133,325,-51,-51,-51,251
115,-340318,-350703,957929,190,131,-52,131,321,-50,-52,-50,252
116,-341314,-337326,979870,190,129,-52,128,318,-49,-52,-49,252
117,-338554,-315512,998578,190,126,-52,126,314,-48,-52,-48,251
118,-331117,-290454,1003642,190,124,-50,125,311,-47,-50,-47,250
119,-325276,-269557,1004508,190,124,-48,124,309,-45,-48,-45,248
120,-313383,-247032,1001785,190,124,-46,124,309,-43,-46,-43,247
121,-298552,-224349,995240,191,125,-44,125,310,-41,-44,-41,245
122,-285004,-209093,981344,191,126,-42,126,312,-39,-42,-39,243
123,-266304,-188023,962647,191,127,-40,127,315,-37,-40,-37,241
124,-250159,-174043,940119,191,129,-38,129,318,-36,-38,-36,239
125,-235947,-165100,916498,191,131,-36,131,321,-34,-36,-35,236
126,-220238,-156824,889868,191,133,-34,133,325,-33,-34,-33,234
127,-208981,-154250,861523,192,136,-32,136,329,-32,-32,-32,232
128,-196967,-155726,831997,193,138,-31,138,334,-32,-31,-32,230
129,-194267,-170380,810169,194,141,-30,141,340,-32,-30,-32,229
130,-191827,-181734,790412,194,144,-30,144,345,-32,-30,-32,229
131,-187911,-189537,766422,194,145,-30,145,349,-33,-30,-33,229
132,-188075,-202403,744564,194,147,-30,147,353,-34,-30,-34,230
133,-192214,-219115,729093,194,148,-31,148,356,-35,-31,-35,230
134,-197839,-237308,716840,194,149,-32,149,358,-37,-32,-37,230
135,-205545,-258450,707112,194,150,-34,150,359,-39,-34,-39,231
136,-220205,-286141,700329,194,151,-36,151,361,-41,-36,-41,233
137,-236829,-315940,702268,194,151,-38,151,361,-44,-38,-44,235
138,-250708,-336741,707646,194,150,-41,150,360,-47,-41,-47,237
139,-268605,-365426,723012,193,149,-44,149,358,-49,-44,-49,239
140,-287594,-388787,743184,192,148,-47,148,356,-53,-47,-53,242
141,-309146,-412881,772244,192,146,-49,146,352,-56,-49,-56,245
142,-331054,-433102,810439,192,143,-52,143,347,-58,-52,-58,249
143,-348976,-443213,857217,192,140,-55,140,340,-59,-55,-59,252
144,-366448,-448522,907345,191,136,-58,136,332,-60,-58,-60,256
145,-380282,-438502,958224,190,131,-59,131,323,-59,-59,-59,258
146,-387117,-414101,1006263,190,127,-60,127,316,-57,-60,-58,260
147,-391057,-383279,1050669,189,123,-59,123,309,-54,-59,-54,261
148,-386064,-343229,1085177,188,119,-57,119,302,-50,-57,-50,260
149,-372368,-291595,1102465,187,117,-55,117,297,-46,-55,-46,257
150,-353092,-244107,1105082,187,115,-52,115,294,-42,-52,-42,253
151,-326125,-195378,1094878,188,115,-48,115,294,-38,-48,-38,249
152,-300930,-154828,1073602,189,116,-43,116,295,-35,-43,-35,245
153,-273134,-124669,1041450,190,118,-38,118,299,-32,-38,-32,241
154,-244277,-98740,1006076,191,121,-34,121,304,-30,-34,-30,237
155,-216855,-81809,963730,191,125,-30,125,310,-27,-30,-27,233
156,-191991,-74737,924902,192,129,-27,129,317,-25,-27,-25,230
157,-170153,-70273,882717,192,133,-25,133,324,-23,-25,-23,228
158,-151870,-71778,843809,193,137,-23,137,331,-22,-23,-22,226
159,-137764,-75776,806400,194,141,-21,141,339,-22,-21,-22,225
160,-128374,-83494,773127,194,145,-20,145,346,-22,-20,-22,224
161,-120291,-91911,741597,195,148,-19,148,353,-22,-19,-22,224
162,-119766,-107983,711328,195,151,-19,151,360,-22,-19,-22,224
163,-117191,-117237,680931,195,153,-19,153,365,-22,-19,-22,223
164,-116909,-131092,657218,195,155,-19,155,370,-23,-19,-23,223
165,-119326,-144049,631179,195,157,-20,157,374,-24,-20,-24,223
166,-127088,-167047,608196,194,158,-21,158,377,-25,-21,-25,223
167,-134168,-187609,587366,195,160,-23,160,381,-27,-23,-27,224
168,-144481,-210512,573516,195,161,-24,161,384,-30,-24,-30,225
169,-159725,-242457,563060,195,162,-27,162,387,-33,-27,-33,226
170,-179149,-275398,560659,195,162,-29,162,388,-37,-29,-37,228
171,-202770,-317457,564422,195,161,-32,161,387,-41,-32,-41,230
172,-225776,-358609,573217,195,160,-36,160,386,-46,-36,-46,232
173,-255283,-405308,592584,194,159,-41,159,382,-51,-41,-51,236
174,-288171,-453309,629603,193,157,-46,157,378,-56,-46,-56,241
175,-317402,-490666,674766,193,154,-52,154,372,-62,-52,-62,247
176,-352484,-528439,738892,192,150,-57,150,362,-66,-57,-66,253
177,-388557,-561316,816203,190,144,-62,144,350,-69,-62,-69,259
178,-423645,-575882,910347,189,137,-66,137,337,-70,-66,-70,266
179,-445648,-558207,1006643,188,129,-69,129,322,-69,-69,-69,273
180,-465021,-521828,1102294,186,121,-69,121,306,-65,-69,-65,276
181,-467290,-450727,1181783,185,113,-69,113,292,-58,-69,-58,277
182,-456183,-362287,1242741,185,107,-66,107,282,-51,-66,-51,274
183,-433520,-263545,1273303,185,103,-61,103,275,-43,-60,-43,268
184,-395566,-162240,1267643,185,101,-54,101,272,-36,-54,-36,260
185,-346462,-76002,1231475,186,101,-46,101,273,-30,-46,-30,252
186,-289693,-4633,1179866,187,104,-38,103,277,-25,-38,-25,243
187,-232704,44694,1118311,188,109,-30,109,284,-21,-30,-21,236
188,-178448,78577,1053191,189,115,-22,115,293,-17,-22,-17,230
189,-131184,95259,988092,190,121,-15,121,302,-13,-15,-13,225
190,-89009,104750,933159,192,128,-10,128,314,-9,-10,-9,222
191,-50165,111397,881831,193,134,-6,134,324,-6,-6,-6,220
192,-25033,105551,834364,194,139,-1,139,334,-2,-1,-2,219
193,-191,105444,790976,195,144,3,144,344,1,2,1,219
194,18692,107485,749079,195,148,5,148,352,5,5,5,219
195,37041,110457,708376,195,151,7,151,359,8,7,8,219
196,48338,109860,672999,195,153,9,153,365,10,9,10,219
197,62063,120034,644895,195,156,11,156,372,12,11,13,219
198,74402,132300,618432,195,158,13,158,377,15,13,15,219
199,88879,149142,592771,195,159,14,159,381,17,14,17,219
200,101987,168017,568226,195,161,16,161,385,20,16,20,220
201,115018,187140,549428,195,162,18,162,389,23,18,23,221
202,134883,218562,533991,195,164,21,164,392,26,21,26,222
203,152834,247799,523773,195,164,25,164,393,31,25,31,224
204,172713,281650,522718,195,164,29,164,394,35,29,35,226
205,198940,328207,529396,194,164,32,164,394,40,32,40,228
206,224591,369036,541682,194,162,37,162,391,46,37,46,231
207,254993,417553,564861,193,161,41,161,387,52,41,52,236
208,289439,466357,602687,192,158,46,158,382,57,46,57,241
209,323727,510909,655310,192,155,52,155,375,62,52,62,247
210,361455,555155,723299,191,150,57,150,365,67,57,67,253
211,401017,590509,809321,191,144,63,144,352,70,63,70,261
212,434597,600310,908648,190,137,68,137,337,71,68,71,268
213,463306,590071,1019883,188,128,71,128,321,69,71,69,275
214,480582,541177,1126145,187,119,72,119,305,64,72,64,280
215,483698,461093,1218169,186,111,70,111,289,57,70,57,280
216,466839,354198,1276798,184,104,66,104,278,49,66,49,277
217,437646,241322,1297423,183,99,60,99,271,40,60,40,269
218,392415,132332,1284268,184,97,52,97,268,33,52,33,260
219,338438,43701,1241200,184,99,43,99,269,27,44,27,250
220,277908,-28315,1177931,186,103,35,103,275,22,35,22,241
221,215399,-78454,1112366,188,109,26,109,284,17,26,17,234
222,160132,-104819,1043261,189,116,19,116,293,13,19,13,229
223,111267,-120279,980735,190,122,12,122,304,9,12,9,225
224,67477,-130047,921362,192,128,6,128,316,5,6,5,222
225,32970,-128885,869027,193,134,1,134,326,1,1,1,220
226,1013,-132684,821998,194,140,-3,140,336,-3,-3,-3,220
227,-24234,-134597,780869,194,144,-6,144,345,-7,-6,-7,220
228,-44437,-137439,743795,194,148,-9,148,353,-10,-9,-10,220
229,-65145,-147696,708316,194,151,-12,151,359,-13,-12,-13,220
230,-81208,-153845,677647,195,153,-14,153,365,-16,-14,-16,220
231,-96170,-167303,650439,195,155,-16,155,371,-20,-16,-20,221
232,-109968,-179595,628911,195,157,-19,157,375,-22,-19,-22,222
233,-127227,-200578,608976,195,158,-21,158,379,-25,-21,-25,222
234,-141762,-221493,593244,195,159,-24,159,382,-29,-24,-29,223
235,-156848,-244157,580716,195,160,-27,160,384,-33,-27,-33,224
236,-174608,-274227,575683,195,161,-30,161,386,-37,-30,-37,227
237,-196945,-313516,574105,195,161,-33,161,386,-41,-33,-41,230
238,-218802,-347580,581410,195,161,-37,161,385,-46,-37,-46,233
239,-244972,-388831,598928,194,159,-41,159,383,-50,-41,-50,237
240,-273669,-429218,628392,194,157,-45,157,379,-55,-45,-55,240
241,-308936,-479285,673999,192,154,-50,154,371,-59,-50,-60,245
242,-343208,-519753,731292,192,149,-55,149,361,-63,-55,-64,251
243,-373460,-545210,798417,191,144,-60,144,351,-67,-60,-67,258
244,-407109,-562534,881930,190,139,-64,139,340,-69,-64,-69,264
245,-437604,-562944,976880,189,132,-67,132,326,-69,-67,-69,269
246,-456308,-529340,1071797,188,124,-69,124,311,-66,-69,-66,274
247,-465669,-470238,1159529,187,115,-69,115,297,-60,-69,-60,276
248,-458061,-389245,1219528,186,108,-67,108,286,-53,-67,-53,275
249,-436523,-292358,1255713,186,103,-62,103,279,-45,-62,-45,270
250,-402708,-195984,1258977,185,101,-55,101,275,-38,-55,-38,262
251,-355291,-106761,1232212,185,100,-47,100,274,-32,-47,-32,254
252,-301893,-32766,1184555,186,103,-39,103,277,-27,-39,-27,246
253,-247350,19795,1126170,188,108,-31,108,283,-22,-31,-22,238
254,-196335,54661,1064913,190,113,-24,113,291,-18,-24,-18,232
255,-150111,74160,1004304,191,119,-18,119,301,-15,-18,-15,227
256,-110978,80672,948230,192,126,-13,126,312,-11,-13,-11,224
257,-77671,82678,896373,193,133,-9,133,322,-8,-9,-8,222
258,-48326,82721,846379,194,137,-5,137,331,-5,-5,-5,220
259,-27674,80156,800384,195,142,-2,142,340,-2,-2,-2,219
260,-9762,76004,756618,195,146,1,146,349,1,1,0,219
261,3731,74582,717030,196,149,3,149,357,3,3,3,219
262,18863,76348,682358,195,152,4,152,364,5,4,5,219
263,26911,74907,646694,195,155,6,155,370,7,6,7,219
264,36997,80426,614469,195,158,8,158,377,8,8,8,219
265,45292,88493,584470,195,160,9,160,382,10,9,10,219
266,55027,98636,558948,196,163,10,163,387,12,10,12,219
267,65945,113533,535720,196,164,10,164,391,14,10,14,219
268,74005,127064,513639,196,166,12,166,396,16,12,16,219
269,86381,146098,495254,196,167,14,167,399,18,14,18,220
270,101807,172888,476761,195,168,17,168,402,21,17,21,221
271,117228,199993,464368,195,169,20,169,405,24,20,24,222
272,132023,227808,452583,194,168,23,168,406,29,23,29,223
273,150465,261248,444617,194,168,26,168,407,33,26,33,224
274,175975,307908,445973,194,169,29,169,408,38,29,38,226
275,204325,356051,456338,194,168,33,168,406,43,33,43,229
276,235903,411055,479036,193,166,38,166,402,50,38,50,232
277,273743,471026,518456,193,164,44,164,397,57,44,57,237
278,312987,531650,571790,192,161,51,161,389,64,51,64,244
279,357297,589601,646938,191,156,58,156,378,70,58,70,252
280,401837,635391,745527,190,149,64,149,363,74,64,74,261
281,445982,665171,861969,189,140,70,140,346,76,70,76,271
282,485027,664479,996196,188,131,74,131,326,76,74,75,280
283,510461,618314,1132082,186,121,77,121,306,70,77,71,286
284,522454,532724,1252116,184,109,76,109,287,62,76,62,288
285,510107,407002,1341395,183,99,72,99,273,51,72,51,286
286,478361,262811,1383877,182,92,65,92,264,40,65,40,278
287,425948,119805,1374562,182,89,55,89,260,30,55,30,266
288,359996,958,1324804,183,90,45,90,260,23,45,23,254
289,288206,-86262,1250459,183,94,34,94,264,17,34,17,243
290,214366,-149110,1170276,184,101,24,101,272,12,24,12,233
291,146886,-184697,1087695,187,109,15,109,284,8,15,8,227
292,85257,-201731,1013085,188,117,7,117,296,4,7,4,224
293,32137,-210151,951818,190,125,-1,125,308,-1,-1,-1,222
294,-10256,-213719,899771,192,132,-7,132,320,-7,-7,-7,222
295,-47271,-213956,853327,194,137,-12,137,330,-12,-12,-12,222
296,-75250,-215970,814746,195,141,-16,141,339,-16,-16,-16,222
297,-101826,-222605,783096,194,145,-19,145,346,-21,-19,-21,223
298,-125286,-234828,753624,195,148,-22,148,353,-25,-22,-25,224
299,-144811,-241721,732605,195,150,-25,150,357,-28,-25,-28,225
300,-165739,-256954,715443,195,150,-27,150,360,-32,-27,-32,226
301,-183014,-276143,706929,195,151,-30,151,362,-36,-30,-36,228
302,-200794,-296546,701406,195,151,-34,151,363,-39,-34,-39,230
303,-223371,-325338,706076,195,151,-37,151,363,-42,-37,-42,232
304,-246117,-352233,714828,194,151,-41,151,361,-46,-41,-46,234
305,-267944,-377373,731267,194,150,-44,150,360,-50,-44,-50,238
306,-288353,-400205,755105,193,148,-47,148,357,-54,-47,-54,242
307,-313365,-424806,786280,193,146,-51,146,352,-56,-51,-56,246
308,-334026,-439614,827464,192,143,-53,143,345,-59,-53,-58,250
309,-351997,-446028,874014,192,139,-56,139,338,-60,-56,-60,254
310,-369258,-444313,925447,191,135,-58,135,330,-60,-58,-60,257
311,-382111,-434346,977798,191,131,-59,131,321,-58,-59,-58,259
312,-389328,-412606,1027476,190,126,-59,126,314,-56,-59,-56,261
313,-394598,-380593,1072760,189,122,-59,122,307,-53,-59,-53,261
314,-386152,-331362,1102700,189,118,-58,118,300,-49,-58,-49,260
315,-373584,-280515,1119694,188,116,-55,116,296,-45,-55,-45,258
316,-349640,-223414,1119314,188,115,-51,115,294,-41,-51,-41,254
317,-322681,-174403,1101869,188,115,-46,115,293,-37,-46,-37,249
318,-292953,-135731,1074413,189,116,-41,116,294,-34,-41,-34,244
319,-262257,-106047,1043965,189,118,-37,118,298,-31,-37,-31,239
320,-232050,-82058,1007250,190,121,-32,121,303,-28,-32,-28,235
321,-202945,-65279,961820,190,125,-29,125,310,-26,-29,-26,231
322,-177970,-54587,920415,191,129,-25,129,317,-23,-25,-23,228
323,-156599,-50813,878227,192,133,-22,133,325,-22,-22,-22,226
324,-137359,-51440,834948,193,137,-20,137,333,-20,-20,-20,225
325,-120089,-55373,796726,194,141,-18,141,341,-20,-18,-19,223
326,-109820,-63757,760555,195,144,-17,144,348,-18,-17,-18,222
327,-101444,-70297,724073,195,148,-16,148,355,-18,-16,-18,222
328,-97521,-80907,687505,194,151,-15,151,360,-18,-15,-18,222
329,-98274,-97535,658024,194,154,-15,154,367,-19,-15,-19,222
330,-103133,-115781,628973,195,157,-16,156,373,-19,-16,-19,222
331,-105250,-128522,602382,195,159,-17,158,378,-21,-17,-21,222
332,-112915,-148709,576334,195,161,-18,161,383,-23,-18,-23,222
333,-117761,-163926,554194,195,162,-20,162,387,-25,-20,-25,223
334,-128338,-190114,538727,195,163,-21,163,390,-27,-21,-27,223
335,-144942,-222273,526545,195,164,-24,164,392,-30,-24,-30,224
336,-163134,-253851,518505,195,164,-27,164,393,-34,-27,-34,225
337,-185708,-296898,518368,195,164,-30,164,395,-39,-30,-39,227
338,-206983,-336589,525854,194,164,-34,164,394,-44,-35,-44,229
339,-235041,-386480,540682,194,162,-39,162,391,-49,-39,-49,233
340,-268872,-438867,569408,194,161,-44,161,388,-55,-44,-55,238
341,-306788,-495042,617371,193,158,-50,158,382,-61,-50,-61,244
342,-344593,-545736,681708,192,154,-56,154,372,-66,-56,-66,250
343,-383240,-585393,760512,190,148,-62,148,360,-70,-62,-70,258
344,-421836,-609116,856537,189,141,-66,141,345,-73,-66,-73,266
345,-454693,-609653,966393,188,133,-70,133,329,-73,-70,-73,274
346,-485174,-585442,1083697,187,124,-72,124,312,-69,-72,-69,280
347,-495760,-517775,1193513,186,114,-73,114,295,-62,-73,-62,282
348,-489124,-416163,1276042,185,105,-70,105,281,-54,-70,-54,281
349,-467256,-299114,1325529,184,99,-65,98,271,-44,-65,-44,275
350,-427555,-178966,1330135,183,95,-57,95,266,-35,-57,-36,266
351,-373178,-68306,1297010,184,94,-48,94,265,-28,-48,-28,255
352,-309865,21547,1238032,185,97,-39,97,268,-22,-39,-22,246
353,-245498,81877,1167347,187,102,-29,102,276,-17,-29,-17,237
354,-184195,118961,1095487,189,109,-20,109,285,-13,-20,-13,230
355,-126044,140587,1027095,190,117,-13,117,296,-10,-13,-10,226
356,-75865,151767,962948,192,124,-6,124,307,-5,-6,-5,223
357,-37299,153849,908167,193,131,-1,131,319,-1,-1,-1,221
358,-932,157748,860679,194,136,4,136,329,3,4,3,220
359,27780,158926,815471,195,141,8,140,339,7,8,7,220
360,47114,155598,773815,195,145,11,145,347,11,11,11,220
361,69770,163406,737576,195,148,14,148,354,14,14,14,220
362,91278,175406,709139,194,150,16,150,359,17,16,17,221
363,107503,185299,680123,195,152,18,152,364,20,18,20,222
364,123672,200664,655143,195,155,21,155,369,24,21,24,223
365,139180,219283,635528,195,157,23,157,374,27,23,27,224
366,155050,240164,622640,194,158,26,158,376,31,26,31,225
367,169391,261180,614151,195,158,29,158,378,35,29,35,227
368,188877,289564,609987,195,159,32,159,380,39,32,39,228
369,212746,327434,613241,195,159,35,159,379,42,35,42,230
370,238862,368432,627940,195,158,38,158,377,47,38,47,233
371,265049,405106,650173,194,157,43,157,374,52,43,52,237
372,292466,442733,685407,193,154,48,154,370,57,48,57,242
373,322533,480484,730380,192,149,52,150,362,60,52,60,247
374,350135,504484,785699,191,145,56,145,353,63,56,63,252
375,375500,516613,850229,190,141,60,141,343,65,60,65,257
376,403355,520463,925354,189,135,63,135,331,65,63,65,262
377,424947,507690,1005940,189,128,65,128,320,64,65,64,267
378,438907,474504,1084088,188,122,66,122,308,60,66,60,270
379,439704,417831,1148020,188,115,65,115,297,55,65,55,269
380,428701,342902,1189617,187,110,62,110,288,49,62,49,268
381,403723,261164,1212121,186,107,58,107,283,43,58,43,264
382,367514,178517,1202482,186,105,52,105,281,37,52,37,257
383,325395,108625,1176255,187,106,45,106,281,32,45,32,249
384,279443,52318,1128898,188,109,38,109,285,28,38,28,243
385,238106,16168,1077582,189,114,31,114,291,24,31,24,237
386,195598,-7816,1021792,190,118,25,118,298,20,25,20,231
387,158549,-22361,969847,191,124,20,124,308,17,20,17,227
388,120220,-36972,916847,192,129,16,129,318,14,16,14,224
389,92274,-37703,866788,193,135,12,135,328,11,12,11,223
390,70068,-37373,818790,193,139,9,139,337,8,9,8,222
391,51830,-34344,773760,193,144,7,144,346,6,7,6,221
392,38472,-29937,730441,194,148,5,148,354,5,5,5,220
393,28380,-25333,691937,194,152,3,152,362,4,4,4,220
394,19731,-20643,654526,195,155,2,155,370,3,2,3,220
395,14452,-15617,618105,195,157,1,157,376,1,1,1,220
396,9211,-13632,585889,196,160,1,160,381,0,1,0,219
397,2562,-17042,554283,196,163,1,163,387,0,1,0,219
398,-1272,-14494,523253,196,164,0,164,392,-1,0,-1,219
399,-4555,-17042,496096,196,166,-1,166,398,-1,-1,-1,219
400,-7933,-19236,471497,196,168,-1,168,403,-2,-1,-1,219
401,-11310,-21148,448223,196,170,-2,170,407,-3,-2,-3,219
402,-9627,-18446,423937,196,172,-2,172,411,-4,-2,-4,219
403,-15125,-28613,402093,196,173,-2,173,416,-4,-2,-4,219
404,-17022,-32550,382587,195,174,-3,174,418,-4,-3,-5,219
405,-21272,-40374,365318,196,175,-4,175,422,-5,-4,-5,219
406,-25363,-47600,345793,196,177,-5,177,426,-6,-5,-6,219
407,-32165,-58329,327561,195,177,-5,177,428,-7,-5,-7,219
408,-37054,-67800,311724,196,178,-6,178,431,-9,-6,-9,220
409,-43644,-84137,294958,195,179,-8,179,432,-10,-8,-10,220
410,-56382,-105943,282226,195,180,-9,180,436,-12,-9,-12,220
411,-66608,-126059,274745,195,180,-11,180,437,-15,-11,-15,220
412,-80703,-153370,264909,195,180,-13,180,437,-18,-13,-18,220
413,-94897,-182771,259050,195,181,-16,181,439,-22,-16,-22,221
414,-114342,-222887,258116,195,181,-19,181,439,-27,-19,-27,222
415,-138276,-271000,262587,195,181,-23,181,439,-32,-23,-32,224
416,-164412,-321291,271807,195,181,-28,181,438,-39,-28,-39,226
417,-199415,-389795,291383,194,179,-33,179,435,-46,-33,-46,229
418,-240937,-467477,328267,193,176,-39,176,429,-54,-39,-54,233
