step,state_0_int,state_1_int,state_2_int,cov_00_int,cov_01_int,cov_02_int,cov_10_int,cov_11_int,cov_12_int,cov_20_int,cov_21_int,cov_22_int
382,371250,179152,1203721,584,589,545,589,974,510,545,510,1310
383,331185,111161,1178807,571,576,487,576,964,440,487,440,1214
384,284859,52265,1133175,567,585,431,585,990,389,431,389,1111
385,242963,16626,1085568,573,615,378,615,1049,355,378,355,1011
386,201744,-7604,1029823,587,661,332,661,1134,331,332,331,921
387,164978,-20113,974392,607,719,292,719,1244,313,292,313,842
388,126408,-34974,918326,633,787,257,787,1375,298,257,298,774
389,93643,-43035,868667,662,862,222,862,1524,278,222,278,714
390,67864,-45074,819474,694,940,189,940,1685,253,189,253,662
391,52579,-34921,777831,726,1019,157,1019,1851,224,157,224,619
392,42171,-23493,738799,757,1095,131,1095,2015,196,131,196,586
393,25297,-29309,697747,786,1168,110,1168,2172,172,110,172,560
394,10148,-36535,659166,813,1236,87,1236,2324,142,87,142,538
395,7185,-26209,623869,836,1296,63,1296,2463,106,63,106,520
396,-4614,-35963,589764,856,1351,45,1351,2594,79,45,79,506
397,-4421,-26494,560709,873,1401,25,1401,2713,45,25,45,495
398,-2483,-16719,530523,888,1444,12,1444,2819,22,12,22,486
399,1087,-6054,504254,902,1484,4,1484,2918,9,4,9,480
400,-1823,-9902,476846,913,1519,3,1519,3009,5,3,5,475
401,-9766,-22585,450902,923,1549,-1,1549,3089,-2,-1,-2,471
402,-5796,-13085,426367,931,1577,-10,1577,3163,-17,-10,-17,468
403,-13848,-27415,403181,937,1601,-13,1601,3232,-22,-13,-22,466
404,-18594,-36391,383716,942,1624,-22,1624,3295,-39,-22,-39,464
405,-29199,-55696,365644,948,1644,-33,1644,3353,-59,-33,-59,462
406,-32864,-60774,346417,954,1665,-50,1665,3410,-91,-50,-91,461
407,-45665,-85401,329031,958,1680,-65,1680,3457,-121,-65,-120,463
408,-47672,-88864,315007,960,1693,-87,1693,3496,-164,-87,-164,466
409,-55020,-102232,302349,963,1707,-105,1707,3537,-200,-105,-200,470
410,-67154,-127420,289401,966,1718,-124,1718,3569,-238,-124,-238,475
411,-73808,-140389,280048,967,1727,-149,1727,3596,-287,-149,-287,483
412,-86016,-163615,270581,967,1730,-173,1730,3610,-335,-173,-335,492
413,-95655,-183079,262904,967,1733,-202,1733,3623,-391,-202,-391,505
414,-117649,-227983,262612,967,1734,-232,1734,3629,-448,-232,-448,520
415,-148255,-288143,267218,964,1728,-272,1728,3616,-526,-272,-526,545
416,-177792,-344108,281967,959,1713,-328,1713,3577,-631,-328,-631,585
417,-211225,-406465,304691,950,1685,-391,1685,3505,-748,-391,-748,642
418,-248196,-474094,343193,939,1647,-462,1647,3401,-874,-462,-875,720
419,-288983,-544295,395647,922,1591,-539,1590,3247,-1002,-539,-1002,823
420,-343243,-631586,477754,898,1514,-616,1514,3039,-1119,-616,-1119,953
421,-402970,-717143,590199,868,1411,-698,1411,2765,-1223,-698,-1223,1123
422,-473730,-798338,750976,831,1279,-778,1279,2423,-1289,-778,-1289,1332
423,-542440,-838001,955980,782,1110,-847,1110,2007,-1288,-847,-1288,1574
424,-590767,-795991,1176268,724,912,-885,912,1555,-1183,-885,-1183,1812
425,-610988,-664328,1377943,659,707,-873,707,1143,-966,-873,-966,1970
426,-604399,-468829,1534500,590,522,-803,522,836,-678,-803,-678,1986
427,-559356,-225942,1604062,524,379,-687,379,658,-390,-687,-390,1853
428,-474774,11005,1568139,471,297,-544,297,596,-168,-544,-168,1611
429,-370144,192682,1468235,437,278,-403,278,609,-40,-403,-40,1339
430,-255792,314013,1348402,425,307,-280,307,662,16,-280,16,1100
431,-146894,377183,1235234,434,367,-179,367,741,39,-179,39,919
432,-51567,401434,1141273,459,445,-95,445,844,58,-95,58,793
433,33583,412938,1076766,495,532,-20,532,970,88,-20,88,712
434,104637,413967,1032203,535,620,53,620,1108,138,53,138,668
435,159074,403944,1005839,576,703,127,703,1244,208,127,208,654
436,206373,399653,997181,615,774,198,774,1365,290,198,290,665
437,236906,381402,996191,647,829,269,829,1456,377,269,377,698
438,262925,368677,1001298,671,866,330,866,1514,456,330,456,742
439,283378,355106,1007474,687,886,382,886,1541,523,382,523,792
440,289153,326094,1009939,696,892,424,892,1541,574,424,574,842
441,294409,303890,1014682,701,891,452,891,1530,606,452,606,882
442,288654,272856,1008984,701,885,470,885,1513,623,470,623,913
443,289066,258995,1007507,699,880,475,880,1501,626,475,626,928
444,282371,237629,1000498,697,874,475,874,1491,623,475,623,936
445,275285,222619,987663,696,873,470,873,1489,615,470,615,935
446,265851,209001,974510,696,876,462,876,1498,606,462,606,927
447,251318,190278,955642,698,884,452,884,1518,598,452,598,915
448,238719,180161,931816,701,898,439,898,1550,588,439,588,895
449,228044,173516,910278,707,918,426,918,1594,580,426,580,873
450,217440,170841,884394,715,942,414,942,1648,575,414,575,851
451,208683,171852,858654,723,970,404,970,1709,571,404,571,831
452,202670,175052,836949,733,1000,396,1000,1776,570,396,570,813
453,198037,182126,813080,744,1030,391,1030,1843,572,391,572,797
454,197817,195009,795013,755,1060,388,1060,1911,578,388,578,784
455,192562,196925,772462,766,1088,390,1088,1975,589,390,589,777
456,188717,200979,750780,776,1116,391,1116,2036,600,391,600,770
457,192453,216060,736241,786,1143,392,1143,2097,611,392,611,765
458,200419,238383,725985,794,1165,398,1165,2147,627,398,627,765
459,215341,268944,722298,800,1182,410,1182,2185,650,410,650,773
460,227115,290069,721704,805,1193,430,1193,2207,684,430,684,792
461,244678,320331,725653,806,1196,452,1196,2210,718,452,718,817
462,260800,343890,737615,805,1191,479,1191,2195,757,479,757,852
463,277738,368197,752866,802,1176,506,1176,2160,795,506,795,895
464,292503,384258,775357,795,1154,534,1154,2107,829,534,829,943
465,314403,409477,804881,785,1124,559,1124,2036,854,559,854,993
466,339279,434073,847900,773,1085,584,1085,1947,873,584,873,1050
467,354699,435740,889264,758,1037,608,1037,1836,884,608,884,1115
468,366846,428593,932062,739,983,624,983,1717,877,624,877,1173
469,379047,419794,980856,720,927,630,927,1599,854,630,854,1220
470,383014,394760,1020773,699,871,630,871,1484,817,630,817,1254
471,380809,360457,1052838,679,819,618,819,1380,768,618,768,1269
472,378618,327150,1083769,661,774,598,774,1298,714,598,714,1265
473,363717,279900,1094871,644,737,574,737,1232,658,574,658,1245
474,345386,233520,1098167,632,713,542,713,1193,605,542,605,1207
475,318906,185731,1086212,625,702,508,702,1178,558,508,558,1155
476,295874,153763,1067806,622,705,472,705,1188,519,472,519,1093
477,265790,119296,1034553,625,720,439,720,1221,489,439,489,1031
478,232527,89684,993525,633,748,406,748,1278,466,406,466,966
479,205913,74769,955589,646,788,374,788,1359,447,374,447,902
480,182771,69231,916996,662,836,345,836,1456,433,345,433,844
481,165187,71323,876488,682,889,321,889,1565,422,321,422,793
482,153357,80296,841598,704,946,302,946,1684,415,302,415,751
483,140550,85637,803651,727,1004,288,1004,1805,412,288,412,717
484,127323,86132,769077,749,1061,278,1061,1928,411,278,411,688
485,126307,104603,739192,771,1117,267,1117,2049,409,267,409,662
486,117705,106479,705417,791,1169,264,1169,2163,415,264,415,644
487,115144,115876,674412,810,1218,260,1218,2275,419,261,419,628
488,111933,122801,647386,826,1264,260,1264,2381,427,260,427,615
489,121681,150560,625629,840,1304,260,1304,2475,435,260,435,606
490,122365,159363,601091,852,1337,270,1337,2554,456,270,456,604
491,136173,190688,582494,862,1365,280,1365,2624,478,280,478,604
492,147808,214875,569521,870,1389,299,1389,2682,515,299,515,613
493,157567,235378,559232,875,1405,323,1405,2722,559,323,559,628
494,181500,280555,557702,878,1414,349,1414,2747,605,349,605,648
495,200449,313149,558375,878,1414,386,1414,2744,669,386,669,682
496,224999,356355,567977,875,1406,426,1406,2723,736,426,736,724
497,245831,388747,583742,869,1386,471,1386,2675,808,471,808,780
498,273288,429588,610476,859,1356,514,1356,2600,873,514,873,844
499,305667,476782,651099,846,1314,560,1314,2498,936,560,936,922
