step,start_cycle,result_cycle,cycles
175,210179,211379,1200
176,211380,212580,1200
177,212581,213781,1200
178,213782,214982,1200
179,214983,216183,1200
180,216184,217384,1200
181,217385,218585,1200
182,218586,219786,1200
183,219787,220987,1200
184,220988,222188,1200
185,222189,223389,1200
186,223390,224590,1200
187,224591,225791,1200
188,225792,226992,1200
189,226993,228193,1200
190,228194,229394,1200
191,229395,230595,1200
192,230596,231796,1200
193,231797,232997,1200
194,232998,234198,1200
195,234199,235399,1200
196,235400,236600,1200
197,236601,237801,1200
198,237802,239002,1200
199,239003,240203,1200
200,240204,241404,1200
201,241405,242605,1200
202,242606,243806,1200
203,243807,245007,1200
204,245008,246208,1200
205,246209,247409,1200
206,247410,248610,1200
207,248611,249811,1200
208,249812,251012,1200
209,251013,252213,1200
210,252214,253414,1200
211,253415,254615,1200
212,254616,255816,1200
213,255817,257017,1200
214,257018,258218,1200
215,258219,259419,1200
216,259420,260620,1200
217,260621,261821,1200
218,261822,263022,1200
219,263023,264223,1200
220,264224,265424,1200
221,265425,266625,1200
222,266626,267826,1200
223,267827,269027,1200
224,269028,270228,1200
225,270229,271429,1200
226,271430,272630,1200
227,272631,273831,1200
228,273832,275032,1200
229,275033,276233,1200
230,276234,277434,1200
231,277435,278635,1200
232,278636,279836,1200
233,279837,281037,1200
234,281038,282238,1200
235,282239,283439,1200
236,283440,284640,1200
237,284641,285841,1200
238,285842,287042,1200
239,287043,288243,1200
240,288244,289444,1200
241,289445,290645,1200
242,290646,291846,1200
243,291847,293047,1200
244,293048,294248,1200
245,294249,295449,1200
246,295450,296650,1200
247,296651,297851,1200
248,297852,299052,1200
249,299053,300253,1200
250,300254,301454,1200
251,301455,302655,1200
252,302656,303856,1200
253,303857,305057,1200
254,305058,306258,1200
255,306259,307459,1200
256,307460,308660,1200
257,308661,309861,1200
258,309862,311062,1200
259,311063,312263,1200
260,312264,313464,1200
261,313465,314665,1200
262,314666,315866,1200
263,315867,317067,1200
264,317068,318268,1200
265,318269,319469,1200
266,319470,320670,1200
267,320671,321871,1200
268,321872,323072,1200
269,323073,324273,1200
270,324274,325474,1200
271,325475,326675,1200
272,326676,327876,1200
273,327877,329077,1200
274,329078,330278,1200
275,330279,331479,1200
276,331480,332680,1200
277,332681,333881,1200
278,333882,335082,1200
279,335083,336283,1200
280,336284,337484,1200
281,337485,338685,1200
282,338686,339886,1200
283,339887,341087,1200
284,341088,342288,1200
285,342289,343489,1200
286,343490,344690,1200
287,344691,345891,1200
288,345892,347092,1200
289,347093,348293,1200
290,348294,349494,1200
291,349495,350695,1200
292,350696,351896,1200
293,351897,353097,1200
294,353098,354298,1200
295,354299,355499,1200
296,355500,356700,1200
297,356701,357901,1200
298,357902,359102,1200
299,359103,360303,1200
300,360304,361504,1200
301,361505,362705,1200
302,362706,363906,1200
303,363907,365107,1200
304,365108,366308,1200
305,366309,367509,1200
306,367510,368710,1200
307,368711,369911,1200
308,369912,371112,1200
309,371113,372313,1200
310,372314,373514,1200
311,373515,374715,1200
312,374716,375916,1200
313,375917,377117,1200
314,377118,378318,1200
315,378319,379519,1200
316,379520,380720,1200
317,380721,381921,1200
318,381922,383122,1200
319,383123,384323,1200
320,384324,385524,1200
321,385525,386725,1200
322,386726,387926,1200
323,387927,389127,1200
324,389128,390328,1200
325,390329,391529,1200
326,391530,392730,1200
327,392731,393931,1200
328,393932,395132,1200
329,395133,396333,1200
330,396334,397534,1200
331,397535,398735,1200
332,398736,399936,1200
333,399937,401137,1200
334,401138,402338,1200
335,402339,403539,1200
336,403540,404740,1200
337,404741,405941,1200
338,405942,407142,1200
339,407143,408343,1200
340,408344,409544,1200
341,409545,410745,1200
342,410746,411946,1200
343,411947,413147,1200
344,413148,414348,1200
345,414349,415549,1200
346,415550,416750,1200
347,416751,417951,1200
348,417952,419152,1200
349,419153,420353,1200
350,420354,421554,1200
351,421555,422755,1200
352,422756,423956,1200
353,423957,425157,1200
354,425158,426358,1200
355,426359,427559,1200
356,427560,428760,1200
357,428761,429961,1200
358,429962,431162,1200
359,431163,432363,1200
360,432364,433564,1200
361,433565,434765,1200
362,434766,435966,1200
363,435967,437167,1200
364,437168,438368,1200
365,438369,439569,1200
366,439570,440770,1200
367,440771,441971,1200
368,441972,443172,1200
369,443173,444373,1200
370,444374,445574,1200
371,445575,446775,1200
372,446776,447976,1200
373,447977,449177,1200
374,449178,450378,1200
375,450379,451579,1200
376,451580,452780,1200
377,452781,453981,1200
378,453982,455182,1200
379,455183,456383,1200
380,456384,457584,1200
381,457585,458785,1200
382,458786,459986,1200
383,459987,461187,1200
384,461188,462388,1200
385,462389,463589,1200
386,463590,464790,1200
387,464791,465991,1200
388,465992,467192,1200
389,467193,468393,1200
390,468394,469594,1200
391,469595,470795,1200
392,470796,471996,1200
393,471997,473197,1200
394,473198,474398,1200
395,474399,475599,1200
396,475600,476800,1200
397,476801,478001,1200
398,478002,479202,1200
399,479203,480403,1200
400,480404,481604,1200
401,481605,482805,1200
402,482806,484006,1200
403,484007,485207,1200
404,485208,486408,1200
405,486409,487609,1200
406,487610,488810,1200
407,488811,490011,1200
408,490012,491212,1200
409,491213,492413,1200
410,492414,493614,1200
411,493615,494815,1200
412,494816,496016,1200
413,496017,497217,1200
414,497218,498418,1200
415,498419,499619,1200
416,499620,500820,1200
417,500821,502021,1200
418,502022,503222,1200
419,503223,504423,1200
420,504424,505624,1200
421,505625,506825,1200
422,506826,508026,1200
423,508027,509227,1200
424,509228,510428,1200
425,510429,511629,1200
426,511630,512830,1200
427,512831,514031,1200
428,514032,515232,1200
429,515233,516433,1200
430,516434,517634,1200
431,517635,518835,1200
432,518836,520036,1200
433,520037,521237,1200
434,521238,522438,1200
435,522439,523639,1200
436,523640,524840,1200
437,524841,526041,1200
438,526042,527242,1200
439,527243,528443,1200
440,528444,529644,1200
441,529645,530845,1200
442,530846,532046,1200
443,532047,533247,1200
444,533248,534448,1200
445,534449,535649,1200
446,535650,536850,1200
447,536851,538051,1200
448,538052,539252,1200
449,539253,540453,1200
450,540454,541654,1200
451,541655,542855,1200
452,542856,544056,1200
453,544057,545257,1200
454,545258,546458,1200
455,546459,547659,1200
456,547660,548860,1200
457,548861,550061,1200
458,550062,551262,1200
459,551263,552463,1200
460,552464,553664,1200
461,553665,554865,1200
462,554866,556066,1200
463,556067,557267,1200
464,557268,558468,1200
465,558469,559669,1200
466,559670,560870,1200
467,560871,562071,1200
468,562072,563272,1200
469,563273,564473,1200
470,564474,565674,1200
471,565675,566875,1200
472,566876,568076,1200
473,568077,569277,1200
474,569278,570478,1200
475,570479,571679,1200
476,571680,572880,1200
477,572881,574081,1200
478,574082,575282,1200
479,575283,576483,1200
480,576484,577684,1200
481,577685,578885,1200
482,578886,580086,1200
483,580087,581287,1200
484,581288,582488,1200
485,582489,583689,1200
486,583690,584890,1200
487,584891,586091,1200
488,586092,587292,1200
489,587293,588493,1200
490,588494,589694,1200
491,589695,590895,1200
492,590896,592096,1200
493,592097,593297,1200
494,593298,594498,1200
495,594499,595699,1200
496,595700,596900,1200
497,596901,598101,1200
498,598102,599302,1200
499,599303,600503,1200
